"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status","Prep Males Total","Prep Females Total","Prep Total","Year 1 Males Total","Year 1 Females Total","Year 1 Total","Year 2 Males Total","Year 2 Females Total","Year 2 Total","Year 3 Males Total","Year 3 Females Total","Year 3 Total","Year 4 Males Total","Year 4 Females Total","Year 4 Total","Year 5 Males Total","Year 5 Females Total","Year 5 Total","Year 6 Males Total","Year 6 Females Total","Year 6 Total","Primary Ungraded Males Total","Primary Ungraded Females Total","Primary Ungraded Total","Primary Total","Year 7 Males Total","Year 7 Females Total","Year 7 Total","Year 8 Males Total","Year 8 Females Total","Year 8 Total","Year 9 Males Total","Year 9 Females Total","Year 9 Total","Year 10 Males Total","Year 10 Females Total","Year 10 Total","Year 11 Males Total","Year 11 Females Total","Year 11 Total","Year 12 Males","Year 12 Females","Year 12 Total","Secondary Ungraded Males Total","Secondary Ungraded Females Total","Secondary Ungraded Total","Secondary Total","Grand Total","Year","CENSUS_TYPE"
"Government",1,2784,"Montague Continuing Education Centre","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","3","16","16","16",2021,"F"
"Government",1,2790,"Strathmerton Primary School","Primary","O","10","6","16","3","5","8","8","7","15","5","13","18","5","9","14","8","8","16","11","5","16","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103",2021,"F"
"Government",1,2805,"Laharum Primary School","Primary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","3","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5",2021,"F"
"Government",1,2806,"Walwa Primary School","Primary","O","0","1","1","1","1","2","2","0","2","1","1","2","0","0","0","1","1","2","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9",2021,"F"
"Government",1,2815,"Middle Park Primary School","Primary","O","38","35","73","38","50","88","46","34","80","41","31","72","33","39","72","37","36","73","30","27","57","0","0","0","515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","515",2021,"F"
"Government",1,2820,"Seville Primary School","Primary","O","16","13","29","11","7","18","9","7","16","5","7","12","12","2","14","10","5","15","7","3","10","0","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114",2021,"F"
"Government",1,2832,"Yarraville West Primary School","Primary","O","57","61","118","59","61","120","64","48","112","62","72","134","58","53","111","56","54","110","69","47","116","0","0","0","821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","821",2021,"F"
"Government",1,2837,"Moreland Primary School","Primary","O","32","26","58","30","30","60","20","23","43","18","31","49","24","22","46","16","19","35","28","25","53","0","0","0","344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","344",2021,"F"
"Government",1,2840,"Tanjil South Primary School","Primary","O","0.2","1","1.2","0","1","1","2","1","3","1","2","3","0","0","0","1","3","4","1","0","1","0","0","0","13.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.2",2021,"F"
"Government",1,2859,"Pomonal Primary School","Primary","O","2","1","3","3","2","5","1","1","2","2","1","3","0","0","0","2","0","2","0","1","1","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16",2021,"F"
"Government",1,2870,"Elsternwick Primary School","Primary","O","45","32","77","42","25","67","41","26","67","29","40","69","40","30","70","43","33","76","36","36","72","0","0","0","498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","498",2021,"F"
"Government",1,2888,"Glengarry Primary School","Primary","O","10","12","22","11","11","22","13","10","23","16","9","25","13","4","17","19","7","26","9","12","21","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156",2021,"F"
"Government",1,2897,"Carnegie Primary School","Primary","O","52","41","93","55","52","107","35","49","84","38","41","79","36","47","83","36","48","84","43","35","78","0","0","0","608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","608",2021,"F"
"Government",1,2899,"Lang Lang Primary School","Primary","O","20","13","33","17","14","31","11","12","23","14","11","25","10","16","26","8","10","18","10","12","22","0","0","0","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178",2021,"F"
"Government",1,2900,"Croydon Primary School","Primary","O","21","17","38","23","14","37","17","11","28","13","14","27","7","15","22","6","16","22","15","17","32","0","0","0","206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","206",2021,"F"
"Government",1,2901,"Moonee Ponds West Primary School","Primary","O","40","32","72","26","18","44","32","31","63","42","34","76","31","28","59","40","28","68","32","25","57","0","0","0","439","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","439",2021,"F"
"Government",1,2904,"Mitcham Primary School","Primary","O","31","31","62","47","40","87","38","34","72","32","38","70","31","37","68","29","23","52","38","34","72","0","0","0","483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","483",2021,"F"
"Government",1,2912,"Loch Primary School","Primary","O","9","5","14","12","9","21","12","4","16","14","8","22","13","9","22","9","12","21","10","6","16","0","0","0","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132",2021,"F"
"Government",1,2915,"Mildura Primary School","Primary","O","23","26","49","18","22","40","27","25","52","21","31","52","27","29","56","26","31","57","26","22","48","0","0","0","354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","354",2021,"F"
"Government",1,2923,"Blackburn Primary School","Primary","O","31","28","59","30","26","56","23","36","59","38","30","68","38","43","81","23","28","51","31","29","60","0","0","0","434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","434",2021,"F"
"Government",1,2930,"Newmerella Primary School","Primary","O","1","2","3","7","7","14","1","6","7","12","6.4","18.4","7","3","10","5","9","14","8","11","19","0","0","0","85.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.4",2021,"F"
"Government",1,2932,"Port Melbourne Primary School","Primary","O","65","54","119","50","49","99","55","60","115","63","47","110","44","64","108","52","45","97","55","42","97","0","0","0","745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","745",2021,"F"
"Government",1,2948,"Auburn Primary School","Primary","O","36","24","60","24.2","30","54.2","30","28","58","34","27.6","61.6","34","36","70","31","21","52","23","34","57","0","0","0","412.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","412.8",2021,"F"
"Government",1,2950,"Mentone Primary School","Primary","O","28","33","61","34","25","59","28","29","57","16","47","63","19","38","57","20","40","60","30","41","71","0","0","0","428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","428",2021,"F"
"Government",1,2955,"Princes Hill Primary School","Primary","O","39","23","62","26","21","47","20","30","50","23","27","50","27","28","55","22","27","49","31","29","60","0","0","0","373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","373",2021,"F"
"Government",1,2956,"Gruyere Primary School","Primary","O","0","0","0","1","1","2","1.2","2","3.2","0","0","0","1","0","1","0","0","0","1","0.2","1.2","0","0","0","7.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4",2021,"F"
"Government",1,2959,"Research Primary School","Primary","O","20","8","28","12","9","21","8","13","21","12","7","19","14","10","24","11","6","17","11","8","19","0","0","0","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149",2021,"F"
"Government",1,2961,"Pearcedale Primary School","Primary","O","62","48","110","70","56","126","66","72","138","74","45","119","63","50","113","67","58","125","44","49","93","0","0","0","824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","824",2021,"F"
"Government",1,2963,"Lindenow South Primary School","Primary","O","2","0","2","0","0","0","0","0","0","0","1","1","2","2","4","3","0","3","0","2","2","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12",2021,"F"
"Government",1,2966,"Thorpdale Primary School","Primary","O","2","2","4","4","1","5","4","1","5","6","2","8","2","1","3","2.4","2","4.4","4","3","7","0","0","0","36.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.4",2021,"F"
"Government",1,2969,"St Albans Primary School","Primary","O","28","25","53","23","19","42","23","21","44","17","33","50","21","16","37","17","24","41","12","25","37","0","0","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","304",2021,"F"
"Government",1,2981,"Leongatha Primary School","Primary","O","45","44","89","44","43.4","87.4","46","47","93","61","40","101","36","42","78","55","43.1","98.1","49.4","48","97.4","0","0","0","643.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","643.9",2021,"F"
"Government",1,2988,"Jeparit Primary School","Primary","O","1","1","2","0","2","2","0","0","0","2","4","6","0","0","0","1","1","2","4","1","5","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17",2021,"F"
"Government",1,3016,"Toorak Primary School","Primary","O","35","37","72","44","44","88","30","42","72","48","54","102","38","31","69","25","33","58","46","35","81","0","0","0","542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","542",2021,"F"
"Government",1,3023,"Baxter Primary School","Primary","O","13","11","24","20","12","32","14","14","28","8","4","12","10","9","19","9","10","19","10","15","25","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159",2021,"F"
"Government",1,3028,"Fish Creek and District Primary School","Primary","O","7","5","12","9","7","16","10","11","21","8","14","22","6","9","15","9","9","18","9","9","18","0","0","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122",2021,"F"
"Government",1,3033,"Beaconsfield Primary School","Primary","O","61","39","100","68","34","102","47","40","87","48","53","101","48","52","100","52","52","104","59","49","108","0","0","0","702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","702",2021,"F"
"Government",1,3050,"Metung Primary School","Primary","O","4.2","4","8.2","1","2","3","4","4","8","0","2","2","3","3","6","0","8","8","4","3","7","0","0","0","42.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.2",2021,"F"
"Government",1,3053,"Newhaven Primary School","Primary","O","14","1","15","12","10","22","4","7","11","17","8","25","11","14","25","5","11","16","8","11","19","0","0","0","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133",2021,"F"
"Government",1,3058,"Halls Gap Primary School","Primary","O","2","4","6","1","1","2","6","2","8","5","1","6","2","8","10","0","4","4","6","2","8","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44",2021,"F"
"Government",1,3067,"Tallygaroopna Primary School","Primary","O","2","5","7","9","6","15","5","5","10","5","6","11","7","5","12","6","4","10","9","6","15","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80",2021,"F"
"Government",1,3074,"Ormond Primary School","Primary","O","27","21","48","31","18","49","30","21","51","32","24","56","32","28","60","38","31","69","28","28","56","0","0","0","389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","389",2021,"F"
"Government",1,3077,"Korumburra Primary School","Primary","O","21","21","42","32","18","50","11","18","29","29","29","58","17","28","45","23","17","40","31","15","46","0","0","0","310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","310",2021,"F"
"Government",1,3080,"Crib Point Primary School","Primary","O","13","19","32","9","13","22","23","13","36","15","12","27","15","14","29","11","14","25","8","13","21","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192",2021,"F"
"Government",1,3081,"Pascoe Vale Primary School","Primary","O","34","46","80","43","45","88","40","38.2","78.2","46","44","90","52","43","95","40.6","42","82.6","36","42","78","0","0","0","591.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","591.8",2021,"F"
"Government",1,3098,"Flowerdale Primary School","Primary","O","2","1","3","4","1","5","2","0","2","1","3","4","4","0","4","2","0","2","0","2","2","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22",2021,"F"
"Government",1,3100,"Ocean Grove Primary School","Primary","O","51","25","76","38","44","82","49","54","103","40","48","88","47","48","95","52","35","87","50","57","107","0","0","0","638","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","638",2021,"F"
"Government",1,3109,"Beulah Primary School","Primary","O","3","1","4","2","3","5","0","1","1","1","2","3","0","2","2","1","1","2","5","1","6","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23",2021,"F"
"Government",1,3110,"Merri Creek Primary School","Primary","O","35","30","65","34","34","68","31","36","67","24","31","55","31","34","65","29","30","59","33","33","66","0","0","0","445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","445",2021,"F"
"Government",1,3113,"Sunshine Primary School","Primary","O","30","16","46","26","19","45","17","19","36","19","11","30","12","5","17","17","12","29","9","8","17","0","0","0","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220",2021,"F"
"Government",1,3129,"Tyabb Primary School","Primary","O","37","31","68","28","34","62","34","33","67","34","37","71","17","30","47","24","31","55","22","25","47","0","0","0","417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","417",2021,"F"
"Government",1,3139,"Wales Street Primary School","Primary","O","43","37","80","49","57","106","46","40","86","32","43","75","39","44","83","37","37","74","38","47","85","0","0","0","589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","589",2021,"F"
"Government",1,3145,"Upper Sandy Creek Primary School","Primary","O","1","1","2","3","1","4","1","0","1","1","5","6","0","0","0","1","2","3","1","1","2","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18",2021,"F"
"Government",1,3146,"Spensley Street Primary School","Primary","O","24.6","25","49.6","27","27.6","54.6","24","29","53","32","20","52","34","15","49","26","20","46","18","21","39","0","0","0","343.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","343.2",2021,"F"
"Government",1,3161,"Kew East Primary School","Primary","O","34","22","56","25","28","53","32","28","60","23","27","50","32","25","57","25","29","54","29","29","58","0","0","0","388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","388",2021,"F"
"Government",1,3163,"Nichols Point Primary School","Primary","O","29","28.2","57.2","26.2","32","58.2","25","24","49","31.2","35.2","66.4","23","45","68","26.2","36","62.2","43","30","73","0","0","0","434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","434",2021,"F"
"Government",1,3174,"Irymple Primary School","Primary","O","31","19","50","20","31","51","20","21","41","22","22","44","24","27","51","18","22","40","22","31","53","0","0","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","330",2021,"F"
"Government",1,3179,"Brunswick East Primary School","Primary","O","22","30","52","32","34","66","36","32","68","31","27","58","28","24","52","34","23","57","32","27","59","0","0","0","412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","412",2021,"F"
"Government",1,3215,"Eagle Point Primary School","Primary","O","13","11","24","18","6","24","10","9","19","9","13","22","10","7","17","13","16","29","10","9","19","0","0","0","154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154",2021,"F"
"Government",1,3216,"Yarra Junction Primary School","Primary","O","16","17","33","11.8","17","28.8","19","17","36","14","15","29","22.8","19","41.8","17","15","32","21","14","35","0","0","0","235.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","235.6",2021,"F"
"Government",1,3222,"Sassafras Primary School","Primary","O","3","0","3","4","2","6","5","1","6","7","6","13","7","4","11","4","4","8","4","3","7","0","0","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54",2021,"F"
"Government",1,3228,"Ferny Creek Primary School","Primary","O","15","7","22","9","14","23","16.2","11","27.2","12","14","26","16","9","25","15","17","32","15","10","25","0","0","0","180.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180.2",2021,"F"
"Government",1,3237,"Toolangi Primary School","Primary","O","0","2","2","3","1","4","3","0","3","2","0","2","2","2","4","0","2","2","1","1","2","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19",2021,"F"
"Government",1,3241,"Wonga Park Primary School","Primary","O","30","32","62","26","36","62","39","35","74","40","36","76","39","41","80","35","41","76","26","22","48","0","0","0","478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","478",2021,"F"
"Government",1,3255,"Kinglake West Primary School","Primary","O","9","14","23","7","8","15","9","8","17","13","16","29","9","8","17","21","18","39","17","12","29","0","0","0","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","169",2021,"F"
"Government",1,3261,"Perseverance Primary School","Primary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1.8","1.8","0","0","0","0","0","0","2.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8",2021,"F"
"Government",1,3265,"Monbulk Primary School","Primary","O","14","12","26","17","12","29","19","20","39","13","10","23","17","17.6","34.6","17","14","31","24","14","38","0","0","0","220.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220.6",2021,"F"
"Government",1,3278,"Lake Boga Primary School","Primary","O","7","5","12","4","2","6","9","6","15","11","2","13","1","6","7","10","3","13","5","4","9","0","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75",2021,"F"
"Government",1,3279,"Chum Creek Primary School","Primary","O","6","4","10","3","5","8","1","2","3","2","9","11","4","3","7","3","6","9","2","7","9","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57",2021,"F"
"Government",1,3284,"Mount Dandenong Primary School","Primary","O","10","11","21","19","21","40","11","10","21","13","16","29","10","7","17","16","13","29","11","10","21","0","0","0","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178",2021,"F"
"Government",1,3301,"Nullawil Primary School","Primary","O","0","2","2","2","0","2","0","3","3","1","2","3","2","0","2","2","2","4","1","0","1","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17",2021,"F"
"Government",1,3309,"Badger Creek Primary School","Primary","O","24","25","49","18","23","41","26","19","45","17","12","29","18","18","36","19","15","34","14","11","25","0","0","0","259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","259",2021,"F"
"Government",1,3315,"Middle Kinglake Primary School","Primary","O","5","3","8","4","5","9","7","6","13","2","3","5","4","3","7","3","4","7","2","6","8","0","0","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57",2021,"F"
"Government",1,3322,"Point Lonsdale Primary School","Primary","O","7","8","15","7","5","12","9","7","16","11","4","15","6","10","16","15","9","24","5","8","13","0","0","0","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111",2021,"F"
"Government",1,3323,"Kongwak Primary School","Primary","O","0","0","0","1","0","1","1","3","4","1","3","4","4","4","8","2","0","2","3","3","6","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25",2021,"F"
"Government",1,3336,"Clarinda Primary School","Primary","O","30","22","52","19","25","44","23","31","54","26","19","45","32","29","61","30","33","63","14","26","40","0","0","0","359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","359",2021,"F"
"Government",1,3341,"Chelsea Heights Primary School","Primary","O","27","22","49","35","38.4","73.4","26.4","30","56.4","44","26","70","29","33","62","31","25","56","28","21","49","0","0","0","415.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","415.8",2021,"F"
"Government",1,3345,"Wallington Primary School","Primary","O","19","17","36","22","18","40","17","14.6","31.6","22","11","33","13","8","21","8","11","19","11","9","20","0","0","0","200.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200.6",2021,"F"
"Government",1,3356,"Tecoma Primary School","Primary","O","28","20","48","29","37","66","34","34","68","30","37","67","39","27","66","34","35","69","28","31","59","0","0","0","443","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","443",2021,"F"
"Government",1,3368,"Torquay P-6 College","Primary","O","55","54","109","61","67","128","80","62","142","73","61","134","89","78","167","78","54","132","96","87","183","0","0","0","995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","995",2021,"F"
"Government",1,3381,"Emerald Primary School","Primary","O","40","34","74","37","26","63","31","34","65","43","43","86","49","35","84","43","32","75","38.3","40","78.3","0","0","0","525.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","525.3",2021,"F"
"Government",1,3385,"Carrum Primary School","Primary","O","26","37","63","17","36","53","26.4","25","51.4","24","27","51","19","27","46","20","24","44","21","24","45","0","0","0","353.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","353.4",2021,"F"
